review,Label
Everything is good instead of cleaning bcoz in front of the cabin there is dustbin and lots of flyies in the waiting area just improve the cleaning,Neutral
" I visited Dr. Sab for obesity issue.
Dr. Sab is highly qualified and the behaviour is very good.
Have a vast knowledge about obesity. Listen patient care fully.
Highly recommended ",positive
Not much clear about my problem,Negative
" His staff wasted my 3 hours for testing results, I ask several times If he need more time I will be back after few hours but still I am in his clinic and waiting for test results.

",Negative
Very great doctor. Owsome behavior,Positive
Good to see Dr Rizwan Aziz shb and also the staff of the hospital was cooperative and very much helpful,Positive
" his phones speaker is faulty, cannot understand most of the things I said",Negative
It was 2 hour wait in very hot sitting area,negative
" Dr Wazahat is the best doctor I have come across. The way he examined me thoroughly, kept me in the loop of what is going on, his behaviour, every thing was exceptional. ",Positive
Really great experience,Positive
" Very Nice doctor, he checked everything in detail. ",Positive
Great doctor... listened keenly,Positive
Kisi ko bhe itna arrogant nahi hona chayie,Negative
Patient was not satisfied with the explanation he put forward,Negative
Hospital charged a fees of 2000 instead of 1000,Negative
Completely satisfied .. i would always recommend to get ur kids checked by Dr Ahsan Jahangir,Positive
The washroom needs to be cleaner.,positive
Doctor na 2000 maanga jabka mena apna wallet sa 500 pay kr diya tha,Negative
The doctor is really cooperative and listens to all your problems in detail and then explains you about your disease and its cure which is a very uncommon practice of most of the doctors in recent times.,Positive
"  i was not expecting such a good responce from Dr Omer. Unlike many doctors he took his time and was not in a rush. But the staff needs a bit of improvement, the nurce preforming my ECG did not even knew difference b/w left and right...",Neutral
Seems like doctor had behavioural issues,Negative
Not satisfied,Negative
Satisfied.,Positive
Nice conversation with dr ayesha nasir,Positive
It was a not bad experience. Some unnecessary tests which increase my treatment cost. Uric acid bhe abhe thek nahi hova. I hope yeh thek hojay.,Negative
Fine.,Neutral
Very nice person,Positive
Clinic was not clean but doctor and his staff is much cooperative.,Neutral
Highly recommend  dr hassan Raza is very humble and kind he kindly and in detail listen the problem .,Positive
staff trained nhe hain but doctor ache thay.,Neutral
Good doctor..,Positive
Prick was painful,Negative
" It was a bad experience, the doctor looked like he was not experienced and did not do a good checkup, he didnot give me good advice on how to recover correctly from my injury, ",Negative
A very good doctor,Positive
" No Contact Number 
No Exact Place of the clinic in Islamabad is Given.
I had to look for 2 hours but couldn't find or contact anyone.",Negative
She is very good and explained everything in detail i am fully satisfied,positive
neutral experience with doctor sajjad.,Neutral
"Experience was very good
",positive
Good work,Positive
Doctor and staff wasn't aware of the appointment whereas they were sending appointment confirmations.,Negative
Dr was available at 5:45 and my scheduled time was 5 and i arrived punctually but dr wasn't available.,Negative
" Experience was great , the doctor was so humble so nice . I will recommend to my people.",Positive
I always opt for her services! She's a wonderful doctor and prescribes the best treatments :),Positive
Recommended,Positive
I just had a question on the phone the last question has not been answered though,Negative
Staff is not good but doctor khan is very humble.,Neutral
Not happy,Negative
Wasn’t satisfied with the doctors attitude,negative
" SATISFIED FROM DOCTOR, WELL EXPERIENCED AND VERY GOOD BEHAVIOR.",positive
She never checked properly and our baby ecpires due to her bad checkup last time also submit complain not satisfied with her checkup but you says this time all will be ok etc etc any way its big loss for me.,Negative
" Doctor was kind and humble, he checked my history thoroughly and  overall experience was really nice.",Positive
Not sure what happened,Negative
It was very helpful and I'm satisfied with the service and the quality of the service they are providing. Really approachable for immediate seeking and helpful in guidance. I'll surely use it again and recommend others also to get benefit from oladoc,positive
Experience has been average with them,Neutral
" Doctor sb well experienced doctor, he checked me very well",positive
Can u send the diet plan please,Negative
Thoroughly checked up the patient and thoroughly guided the patient about the medication,Positive
Highly satisfied!!!,Positive
Doctor Mohsin was good but staff was not good,Neutral
Ac was not in the waiting area,Negative
Medicine you write not suitable to me,negative
Doctor zaib was just ok,Neutral
It was ok,Positive
Best in town for psoriasis treatment... Highly recommend for psoriasis patients,positive
Really bummer experience,Negative
" Dr. Shakeel is very professional.Takes time to explain things, resolve problems. HIGHLY Grateful for his experience and wide range of knowledge ",positive
Doctor didnot turn his video on video consultation,Negative
Dr did not introduce herself or make the patient comfortable before forcing the patient to talk. She should have eased the patient into talking.,Negative
Dr chalay gay the.staff na kaha aap ka appointment confirm nahi howa tha . Phir Dr ko call kari to wo aye dobara,Negative
Excellent,Positive
Good Doctor Recommend,positive
"He didn't see us on given time
",Negative
Because Patient was not well,Negative
" I was 5 mins late and the staff cancelled my appointment saying that we have patients already and not taking anymore so what’s the use of this app if I already book my appointment 
",Negative
" Great doctor with handful of experience quality care and great advice.
Call received from her for aftercare advice ",positive
